#These would be double counted if included in the molecular network
#N+,e-=>N:ele_recomb:1.:0.:0.
#S+,e-=>S:ele_recomb:1.:0.:0.
#Cl+,e-=>Cl:ele_recomb:1.:0.:0.
#C+,e-=>C:ele_recomb:1.:0.:0.
#O+,e-=>O:ele_recomb:1.:0.:0.
#Si+,e-=>Si:ele_recomb:1.:0.:0.
#C,PHOTON=>C+,e-:ele_ionize:1.:0.:0.
#O,PHOTON=>O+,e-:ele_ionize:1.:0.:0.
#Si,PHOTON=>Si+,e-:ele_ionize:1.:0.:0.
#Cl,PHOTON=>Cl+,e-:ele_ionize:1.:0.:0.
#N,PHOTON=>N+,e-:ele_ionize:1.:0.:0.
#S,PHOTON=>S+,e-:ele_ionize:1.:0.:0.
# >>chng 06 Feb 28 -- NPA.  Charge transfer between S+, Si+, and C+ and Mg/Fe is 
#	 * sometimes important in molecular abundance determinations.  We therefore include them here.  Someday, we may need to 
#	 * include Mg and Fe in the molecular network, but for now include the reaction in the existing heavy element
#	 * network 
N,HNO=>NO,NH:hmrate:2.94e-12:0.5:1000 # UMIST   
N,HNO=>N2O,H:hmrate:1.43e-12:0.5:1500 # UMIST   
N,O2=>NO,O:hmrate:2.26e-12:0.86:3134 # UMIST   
N,HS=>NS,H:hmrate:1.73e-11:0.5:0 # UMIST   
N,HS=>S,NH:hmrate:1.73e-11:0.5:9060 # UMIST   
N,CS=>S,CN:hmrate:3.8e-11:0.5:1160 # UMIST   
N,NS=>S,N2:hmrate:1.73e-11:0.5:0 # UMIST   
N,SO=>NS,O:hmrate:4.68e-11:0.5:8254 # UMIST   
N,SO=>S,NO:hmrate:1.73e-11:0.5:750 # UMIST   
N,S2=>NS,S:hmrate:1.73e-11:0.5:4000 # UMIST   
CH2,CN=>HCN,CH:hmrate:5.3e-12:0:2500 # UMIST   
CH2,NO=>HCN,OH:hmrate:0.000000000000832:0:1443 # UMIST   
CH2,HNO=>NO,CH3:hmrate:1.73e-11:0.5:0 # UMIST   
NH,NH=>N2,H,H:hmrate:1.16e-9:0:0 # UMIST   
NH,NH=>N2,H2:hmrate:1.7e-11:0:0 # UMIST   
NH,O=>OH,N:hmrate:1.16e-11:0:0 # UMIST   
NH,O=>NO,H:hmrate:1.16e-10:0:0 # UMIST   
NH,OH=>HNO,H:hmrate:3.32e-11:0:0 # UMIST   
NH,OH=>NH2,O:hmrate:2.93e-12:0.1:5800 # UMIST   
NH,OH=>H2O,N:hmrate:3.11e-12:1.2:0 # UMIST   
NH,H2O=>OH,NH2:hmrate:1.83e-12:1.6:14090 # UMIST   
NH,CN=>HCN,N:hmrate:2.94e-12:0.5:1000 # UMIST   
NH,NO=>N2O,H:hmrate:1.16e-10:-1.03:420 # UMIST   
NH,NO=>N2,O,H:hmrate:5.e-11:0:0 # UMIST   
NH,NO=>N2,OH:hmrate:1.46e-11:-0.58:37 # UMIST   
NH,S=>HS,N:hmrate:1.73e-11:0.5:4000 # UMIST   
NH,S=>NS,H:hmrate:1.73e-11:0.5:0 # UMIST   
NH,NO2=>HNO,NO:hmrate:5.72e-12:0.5:2500 # UMIST   
NH,NO2=>N2O,OH:hmrate:1.44e-13:0:1140 # UMIST   
CH3,NH3=>CH4,NH2:hmrate:0.0000000000000955:0:4890 # UMIST   
CH3,CN=>HCN,CH2:hmrate:9.21e-12:0.7:1500 # UMIST   
CH3,HNO=>NO,CH4:hmrate:1.44e-11:0.5:0 # UMIST   
O,NH2=>OH,NH:hmrate:1.39e-11:0:40 # UMIST   
O,NH2=>NO,H2:hmrate:8.3e-12:0:0 # UMIST   
O,NH3=>OH,NH2:hmrate:1.89e-11:0:4003 # UMIST   
O,CN=>NO,C:hmrate:3.81e-11:0.5:14545 # UMIST   
O,HCN=>CN,OH:hmrate:6.21e-10:0:12439 # UMIST   
O,HCN=>OCN,H:hmrate:1.36e-12:1.38:3693 # UMIST   
O,N2=>NO,N:hmrate:2.51e-10:0:38602 # UMIST   
O,NO=>O2,N:hmrate:1.18e-11:0:20413 # UMIST   
O,HNO=>NO,OH:hmrate:6.e-11:0:0 # UMIST   
O,HNO=>O2,NH:hmrate:2.94e-12:0.5:3500 # UMIST   
O,HNO=>NO2,H:hmrate:1.44e-12:0.5:0 # UMIST   
O,HS=>S,OH:hmrate:1.74e-11:0.67:956 # UMIST   
O,HS=>SO,H:hmrate:2.32e-10:0:0 # UMIST   
O,OCN=>O2,CN:hmrate:4.02e-10:-1.43:3501 # UMIST   
O,SiN=>NO,Si:hmrate:2.5e-11:0.5:0 # UMIST   
O,SiN=>SiO,N:hmrate:5.75e-11:0.1:200 # UMIST   
O,N2O=>NO,NO:hmrate:1.15e-10:0:13400 # UMIST   
O,N2O=>O2,N2:hmrate:1.66e-10:0:14100 # UMIST   
O,CS=>SO,C:hmrate:4.68e-11:0.5:28940 # UMIST   
O,NS=>S,NO:hmrate:5.e-11:0.5:0 # UMIST   
O,NS=>SO,N:hmrate:1.73e-11:0.5:4000 # UMIST   
O,SO=>S,O2:hmrate:0.00000000000066:0:2760 # UMIST   
O,S2=>SO,S:hmrate:1.73e-11:0.5:0 # UMIST   
NH2,OH=>NH3,O:hmrate:0.000000000000208:0.76:262 # UMIST   
NH2,OH=>H2O,NH:hmrate:1.5e-12:0:0 # UMIST   
NH2,NO=>N2,OH,H:hmrate:1.49e-12:0:0 # UMIST   
NH2,NO=>N2,H2O:hmrate:4.27e-11:-2.5:331 # UMIST   
CH4,CN=>HCN,CH3:hmrate:3.14e-12:1.53:504 # UMIST   
OH,NH3=>H2O,NH2:hmrate:1.47e-13:2.05:7 # UMIST   
OH,CN=>HCN,O:hmrate:1.0e-11:0:1000 # UMIST   
OH,CN=>OCN,H:hmrate:7.e-11:0:0 # UMIST   
OH,HCN=>CN,H2O:hmrate:1.87e-13:1.5:3887 # UMIST   
OH,NO=>NO2,H:hmrate:5.2e-12:0:15100 # UMIST   
OH,S=>HS,O:hmrate:6.6e-11:0:0 # UMIST   
OH,S=>SO,H:hmrate:6.6e-11:0:0 # UMIST   
OH,N2O=>HNO,NO:hmrate:1.04E-17:4.33:12623 # UMIST   
OH,CS=>OCS,H:hmrate:0.0000000000000939:1.12:800 # UMIST   
NH3,CN=>HCN,NH2:hmrate:2.6e-11:-1.1:0 # UMIST   
CN,NO=>OCN,N:hmrate:1.62e-10:0:21205 # UMIST   
CN,HNO=>NO,HCN:hmrate:1.5e-11:0.5:0 # UMIST   
CN,S=>NS,C:hmrate:5.71e-11:0.5:32010 # UMIST   
CN,S=>CS,N:hmrate:1.73e-11:0.5:0 # UMIST   
N2,O2=>N2O,O:hmrate:1.0e-10:0:55200 # UMIST   
NO,NO=>O2,N2:hmrate:2.51e-11:0:30653 # UMIST   
NO,NO=>N2O,O:hmrate:7.22e-12:0:33155 # UMIST   
NO,HNO=>N2O,OH:hmrate:1.41e-11:0:14890 # UMIST   
NO,S=>NS,O:hmrate:2.94e-11:0.5:17465 # UMIST   
NO,S=>SO,N:hmrate:1.75e-10:0:20200 # UMIST   
O2,S=>SO,O:hmrate:2.28e-12:0.52:0 # UMIST   
S,SO=>S2,O:hmrate:1.73e-11:0.5:11500 # UMIST   
C,NH+=>N,CH+:hmrate:1.6e-9:0:0 # UMIST   
C+,NH=>CH+,N:hmrate:5e-10:0.:0. # Zsargo & Federman 2003   
C+,NH2=>HCN+,H:hmrate:1.1e-9:0:0 # UMIST   
C,NH2+=>NH,CH+:hmrate:1.2e-9:0:0 # UMIST   
C+,NH3=>HCN+,H2:hmrate:7.e-11:0:0 # UMIST   
C,NH3+=>NH,CH2+:hmrate:1.0e-11:0:0 # UMIST   
C,HCN+=>CN,CH+:hmrate:1.1e-9:0:0 # UMIST   
C,HNO+=>NO,CH+:hmrate:1.0e-9:0:0 # UMIST   
C+,HS=>CS+,H:hmrate:1.1e-9:0:0 # UMIST   
C,HS+=>CS+,H:hmrate:9.9e-10:0:0 # UMIST   
C+,OCN=>CO+,CN:hmrate:3.8e-9:0:0 # UMIST   
C+,NS=>CS+,N:hmrate:7.6e-10:0:0 # UMIST   
C+,SO=>S,CO+:hmrate:2.6e-10:0:0 # UMIST   
C+,SO=>CS+,O:hmrate:2.6e-10:0:0 # UMIST   
CH+,N=>CN+,H:hmrate:1.9e-10:0:0 # UMIST   
CH,N+=>CN+,H:hmrate:3.6e-10:0:0 # UMIST   
CH,NH+=>CH2+,N:hmrate:9.9e-10:0:0 # UMIST   
CH+,NH=>CN+,H2:hmrate:7.6e-10:0:0 # UMIST   
CH+,NH2=>HCN+,H2:hmrate:1.1e-9:0:0 # UMIST   
CH,NH2+=>NH,CH2+:hmrate:3.5e-10:0:0 # UMIST   
CH+,NH3=>NH4+,C:hmrate:4.05e-10:0:0 # UMIST   
CH,NH3+=>NH4+,C:hmrate:6.9e-10:0:0 # UMIST   
CH,HCN+=>CN,CH2+:hmrate:6.3e-10:0:0 # UMIST   
CH,HNO+=>NO,CH2+:hmrate:6.2e-10:0:0 # UMIST   
CH+,S=>HS+,C:hmrate:4.7e-10:0:0 # UMIST   
CH+,S=>CS+,H:hmrate:4.7e-10:0:0 # UMIST   
CH,S+=>CS+,H:hmrate:6.2e-10:0:0 # UMIST   
CH,HS+=>S,CH2+:hmrate:5.8e-10:0:0 # UMIST   
N,CH2+=>HCN+,H:hmrate:2.2e-10:0:0 # UMIST   
N+,NH=>N2+,H:hmrate:3.7e-10:0:0 # UMIST   
N,NH+=>N2+,H:hmrate:1.3e-9:0:0 # UMIST   
N+,CH4=>HCN+,H2,H:hmrate:5.6e-11:0:0 # UMIST   
N,OH+=>NO+,H:hmrate:8.9e-10:0:0 # UMIST   
N+,NH3=>NH2+,NH:hmrate:2.16e-10:0:0 # UMIST   
N,H2O+=>HNO+,H:hmrate:1.9e-10:0:0 # UMIST   
N+,NO=>N2+,O:hmrate:7.9e-11:0:0 # UMIST   
N+,O2=>NO,O+:hmrate:3.66e-11:0:0 # UMIST   
N+,O2=>NO+,O:hmrate:2.63e-10:0:0 # UMIST   
N,O2+=>NO+,O:hmrate:1.8e-10:0:0 # UMIST   
N,HS+=>NS+,H:hmrate:7.4e-10:0:0 # UMIST   
N,SiO+=>NO+,Si:hmrate:9.e-11:0:0 # UMIST   
N,SiO+=>NO,Si+:hmrate:2.1e-10:0:0 # UMIST   
N,SO+=>NS+,O:hmrate:5.e-11:0:0 # UMIST   
N+,OCS=>CS+,NO:hmrate:7.e-11:0:0 # UMIST   
CH2,NH+=>CH3+,N:hmrate:1.4e-9:0:0 # UMIST   
CH2,NH2+=>CH3+,NH:hmrate:4.9e-10:0:0 # UMIST   
CH2+,NH3=>NH4+,CH:hmrate:1.26e-9:0:0 # UMIST   
CH2,NH3+=>NH2,CH3+:hmrate:9.6e-10:0:0 # UMIST   
CH2,HCN+=>CN,CH3+:hmrate:8.7e-10:0:0 # UMIST   
CH2,HNO+=>NO,CH3+:hmrate:8.6e-10:0:0 # UMIST   
CH2+,S=>HCS+,H:hmrate:1.4e-9:0:0 # UMIST   
CH2,S+=>HCS+,H:hmrate:1.0e-11:0:0 # UMIST   
NH+,NH=>NH2+,N:hmrate:1.0e-9:0:0 # UMIST   
NH+,O=>OH+,N:hmrate:1.0e-9:0:0 # UMIST   
NH,O+=>NO+,H:hmrate:3.6e-10:0:0 # UMIST   
NH+,NH2=>NH3+,N:hmrate:1.5e-9:0:0 # UMIST   
NH,NH2+=>NH3+,N:hmrate:7.3e-10:0:0 # UMIST   
NH+,OH=>H2O+,N:hmrate:1.0e-9:0:0 # UMIST   
NH,OH+=>NH2+,O:hmrate:3.6e-10:0:0 # UMIST   
NH+,NH3=>NH4+,N:hmrate:6.e-10:0:0 # UMIST   
NH,NH3+=>NH4+,N:hmrate:7.1e-10:0:0 # UMIST   
NH,CH5+=>CH4,NH2+:hmrate:7.1e-10:0:0 # UMIST   
NH+,H2O=>NH3+,O:hmrate:1.75e-10:0:0 # UMIST   
NH+,H2O=>H3O+,N:hmrate:1.05e-9:0:0 # UMIST   
NH+,H2O=>HNO+,H2:hmrate:3.5e-10:0:0 # UMIST   
NH,H2O+=>H3O+,N:hmrate:7.1e-10:0:0 # UMIST   
NH+,H2O=>OH,NH2+:hmrate:8.75e-10:0:0 # UMIST   
NH+,CN=>HCN+,N:hmrate:1.6e-9:0:0 # UMIST   
NH,HCN+=>CN,NH2+:hmrate:6.5e-10:0:0 # UMIST   
NH,CO+=>HCO+,N:hmrate:3.2e-10:0:0 # UMIST   
NH,Si+=>SiN+,H:hmrate:1.0e-9:0:0 # UMIST   
NH,HNO+=>NO,NH2+:hmrate:6.3e-10:0:0 # UMIST   
NH,O2+=>HNO+,O:hmrate:3.2e-10:0:0 # UMIST   
NH+,O2=>NO+,OH:hmrate:2.05e-10:0:0 # UMIST   
NH,O2+=>NO2+,H:hmrate:3.2e-10:0:0 # UMIST   
NH+,S=>HS+,N:hmrate:6.9e-10:0:0 # UMIST   
NH+,S=>NS+,H:hmrate:6.9e-10:0:0 # UMIST   
NH,S+=>NS+,H:hmrate:6.3e-10:0:0 # UMIST   
CH3+,NH3=>NH4+,CH2:hmrate:3.4e-10:0:0 # UMIST   
CH3+,S=>HCS+,H2:hmrate:1.4e-9:0:0 # UMIST   
O,NH2+=>HNO+,H:hmrate:7.2e-11:0:0 # UMIST   
O,NH3+=>HNO+,H2:hmrate:1.0e-11:0:0 # UMIST   
O+,CN=>NO+,C:hmrate:1.0e-9:0:0 # UMIST   
O+,HCN=>CO+,NH:hmrate:1.2e-9:0:0 # UMIST   
O+,HCN=>NO+,CH:hmrate:1.2e-9:0:0 # UMIST   
O+,HCN=>HCO+,N:hmrate:1.2e-9:0:0 # UMIST   
O+,N2=>NO+,N:hmrate:1.2e-12:0:0 # UMIST   
O,N2+=>NO+,N:hmrate:1.3e-10:0:0 # UMIST   
O,HNO+=>NO2+,H:hmrate:1.e-12:0:0 # UMIST   
O,HS+=>S+,OH:hmrate:2.9e-10:0:0 # UMIST   
O,HS+=>SO+,H:hmrate:2.9e-10:0:0 # UMIST   
O,SiN+=>SiO+,N:hmrate:1.0e-9:0:0 # UMIST   
O+,N2O=>NO+,NO:hmrate:6.3e-10:0:0 # UMIST   
O,CS+=>S,CO+:hmrate:6.e-11:0:0 # UMIST   
O,HCS+=>S,HCO+:hmrate:5.e-12:0:0 # UMIST   
O,HCS+=>OCS+,H:hmrate:5.e-12:0:0 # UMIST   
O+,NO2=>O2,NO+:hmrate:8.3e-10:0:0 # UMIST   
O,NS+=>S,NO+:hmrate:6.1e-10:0:0 # UMIST   
#H,N2O=>N2,OH:hmrate:5.13E-14:3.15:3603.0 # New N2O reactions from UDFA
#H,N2O=>NO,NH:hmrate:4.96E-07:-2.16:18700.0 # New N2O reactions from UDFA
#CO,N2O=>CO2,N2:hmrate:1.62E-13:0.00:8780.0 # New N2O reactions from UDFA
#NO,N2O=>NO2,N2:hmrate:2.92E-13:2.23:23292.0 # New N2O reactions from UDFA
#C+,N2O=>NO+,CN:hmrate:9.1e-10:0.0:0.0 # New N2O reactions from UDFA
#CH3+,N2O=>HCO+,N2,H2:hmrate:1.3e-9:0.0:0.0 # New N2O reactions from UDFA
#N,NO2=>N2O,O:hmrate:3e-12:0.0:0.0
#N2,O2=>N2O,O:hmrate:1e-10:0.0:55200.0
#NO,OCN=>N2O,CO:hmrate:3.47E-11:-1.33:242.0
#H+,N2O=>HN2+,O:hmrate:3.52E-10:0.00:0.0
#H+,N2O=>N2O+,H:hmrate:1.85E-09:0.00:0.0
#O+,NO2=>N2O+,O:hmrate:6.30E-10:0.00:0.0
#H2O,N2O+=>H2O+,N2O:hmrate:1.89e-9:0.00:0.0
#OH,N2O=>O2H,N2:hmrate:3.70E-13:0.00:2740.0
#H2S,N2O+=>H2S+,N2O:hmrate:8.45E-10:0.00:0.0
# UV photon desorption
COgrn,PHOTON=>CO,grn:grn_photo:1.e-4:0.:0.
H2Ogrn,PHOTON=>H2O,grn:grn_photo:1.e-4:0.:0.
OHgrn,PHOTON=>OH,grn:grn_photo:1.e-4:0.:0.
# Thermal Evaporation
COgrn=>CO,grn:vib_evap:1.:1210.:0.
H2Ogrn=>H2O,grn:vib_evap:1.:1860.:0.
OHgrn=>OH,grn:vib_evap:1.:1260.:0.
# Cosmic Ray Desorption
COgrn,CRPHOT=>CO,grn:crnurate_noalbedo:90.32258:0.:0. # was 196./2.17
H2Ogrn,CRPHOT=>H2O,grn:crnurate_noalbedo:0.0129032:0.:0. # was 0.028/2.17
OHgrn,CRPHOT=>OH,grn:crnurate_noalbedo:58.06452:0.:0. # was 126./2.17
# Accretion of Molecule onto Grain Surface
CO,grn=>COgrn:grn_abs:1.:0.:0.	# >>chng 06 mar 05, include missing factor 8/PI in average speed of molecules, PvH 
H2O,grn=>H2Ogrn:grn_abs:1.:0.:0.
OH,grn=>OHgrn:grn_abs:1.:0.:0.
# Thermal Evaporation
NHgrn=>NH,grn:vib_evap:1.:604.:0.
CHgrn=>CH,grn:vib_evap:1.:654.:0.
Hgrn=>H,grn:vib_evap:1.:350.:0.
H2grn=>H2,grn:vib_evap:1.:450.:0.
Cgrn=>C,grn:vib_evap:1.:800.:0.
Ngrn=>N,grn:vib_evap:1.:800.:0.
Ogrn=>O,grn:vib_evap:1.:800.:0.
Sigrn=>Si,grn:vib_evap:1.:2700.:0.
Sgrn=>S,grn:vib_evap:1.:1100.:0.
C2grn=>C2,grn:vib_evap:1.:1210.:0.
CNgrn=>CN,grn:vib_evap:1.:1510.:0.
N2grn=>N2,grn:vib_evap:1.:1210.:0.
SiHgrn=>SiH,grn:vib_evap:1.:2940.:0.
NOgrn=>NO,grn:vib_evap:1.:1210.:0.
O2grn=>O2,grn:vib_evap:1.:1210.:0.
HSgrn=>HS,grn:vib_evap:1.:1500.:0.
SiOgrn=>SiO,grn:vib_evap:1.:3500.:0.
CSgrn=>CS,grn:vib_evap:1.:2000.:0.
NSgrn=>NS,grn:vib_evap:1.:2000.:0.
SOgrn=>SO,grn:vib_evap:1.:2000.:0.
S2grn=>S2,grn:vib_evap:1.:2000.:0.
CH2grn=>CH2,grn:vib_evap:1.:956.:0.
NH2grn=>NH2,grn:vib_evap:1.:856.:0.
C2Hgrn=>C2H,grn:vib_evap:1.:1460.:0.
HCNgrn=>HCN,grn:vib_evap:1.:1760.:0.
HNCgrn=>HNC,grn:vib_evap:1.:1510.:0.
HNOgrn=>HNO,grn:vib_evap:1.:1510.:0.
C3grn=>C3,grn:vib_evap:1.:2010.:0.
OCNgrn=>OCN,grn:vib_evap:1.:2010.:0.
OCSgrn=>OCS,grn:vib_evap:1.:3000.:0.
CH3grn=>CH3,grn:vib_evap:1.:1160.:0.
NH3grn=>NH3,grn:vib_evap:1.:1110.:0.
C3Hgrn=>C3H,grn:vib_evap:1.:2270.:0.
CH4grn=>CH4,grn:vib_evap:1.:1360.:0.
# UV photon desorption
NHgrn,PHOTON=>NH,grn:grn_photo:1.e-4:0.:0.
CHgrn,PHOTON=>CH,grn:grn_photo:1.e-4:0.:0.
Hgrn,PHOTON=>H,grn:grn_photo:1.e-4:0.:0.
H2grn,PHOTON=>H2,grn:grn_photo:1.e-4:0.:0.
Cgrn,PHOTON=>C,grn:grn_photo:1.e-4:0.:0.
Ngrn,PHOTON=>N,grn:grn_photo:1.e-4:0.:0.
Ogrn,PHOTON=>O,grn:grn_photo:1.e-4:0.:0.
Sigrn,PHOTON=>Si,grn:grn_photo:1.e-4:0.:0.
Sgrn,PHOTON=>S,grn:grn_photo:1.e-4:0.:0.
C2grn,PHOTON=>C2,grn:grn_photo:1.e-4:0.:0.
CNgrn,PHOTON=>CN,grn:grn_photo:1.e-4:0.:0.
N2grn,PHOTON=>N2,grn:grn_photo:1.e-4:0.:0.
SiHgrn,PHOTON=>SiH,grn:grn_photo:1.e-4:0.:0.
NOgrn,PHOTON=>NO,grn:grn_photo:1.e-4:0.:0.
O2grn,PHOTON=>O2,grn:grn_photo:1.e-4:0.:0.
HSgrn,PHOTON=>HS,grn:grn_photo:1.e-4:0.:0.
SiOgrn,PHOTON=>SiO,grn:grn_photo:1.e-4:0.:0.
CSgrn,PHOTON=>CS,grn:grn_photo:1.e-4:0.:0.
NSgrn,PHOTON=>NS,grn:grn_photo:1.e-4:0.:0.
SOgrn,PHOTON=>SO,grn:grn_photo:1.e-4:0.:0.
S2grn,PHOTON=>S2,grn:grn_photo:1.e-4:0.:0.
CH2grn,PHOTON=>CH2,grn:grn_photo:1.e-4:0.:0.
NH2grn,PHOTON=>NH2,grn:grn_photo:1.e-4:0.:0.
C2Hgrn,PHOTON=>C2H,grn:grn_photo:1.e-4:0.:0.
HCNgrn,PHOTON=>HCN,grn:grn_photo:1.e-4:0.:0.
HNCgrn,PHOTON=>HNC,grn:grn_photo:1.e-4:0.:0.
HNOgrn,PHOTON=>HNO,grn:grn_photo:1.e-4:0.:0.
C3grn,PHOTON=>C3,grn:grn_photo:1.e-4:0.:0.
OCNgrn,PHOTON=>OCN,grn:grn_photo:1.e-4:0.:0.
OCSgrn,PHOTON=>OCS,grn:grn_photo:1.e-4:0.:0.
CH3grn,PHOTON=>CH3,grn:grn_photo:1.e-4:0.:0.
NH3grn,PHOTON=>NH3,grn:grn_photo:1.e-4:0.:0.
C3Hgrn,PHOTON=>C3H,grn:grn_photo:1.e-4:0.:0.
CH4grn,PHOTON=>CH4,grn:grn_photo:1.e-4:0.:0.
# Cosmic Ray Desorption
NHgrn,CRPHOT=>NH,grn:crnurate_noalbedo:497695.9:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CHgrn,CRPHOT=>CH,grn:crnurate_noalbedo:276497.7:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Hgrn,CRPHOT=>H,grn:crnurate_noalbedo:55299539.2:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
H2grn,CRPHOT=>H2,grn:crnurate_noalbedo:11059907.8:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Cgrn,CRPHOT=>C,grn:crnurate_noalbedo:38709.7:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Ngrn,CRPHOT=>N,grn:crnurate_noalbedo:35944.7:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Ogrn,CRPHOT=>O,grn:crnurate_noalbedo:34101.4:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Sigrn,CRPHOT=>Si,grn:crnurate_noalbedo:7.65e-8:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
Sgrn,CRPHOT=>S,grn:crnurate_noalbedo:387.1:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
C2grn,CRPHOT=>C2,grn:crnurate_noalbedo:101.4:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CNgrn,CRPHOT=>CN,grn:crnurate_noalbedo:1.47:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
N2grn,CRPHOT=>N2,grn:crnurate_noalbedo:90.32:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
SiHgrn,CRPHOT=>SiH,grn:crnurate_noalbedo:2.6e-9:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
NOgrn,CRPHOT=>NO,grn:crnurate_noalbedo:86.6:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
O2grn,CRPHOT=>O2,grn:crnurate_noalbedo:83.9:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
HSgrn,CRPHOT=>HS,grn:crnurate_noalbedo:1.5:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
SiOgrn,CRPHOT=>SiO,grn:crnurate_noalbedo:7.6:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CSgrn,CRPHOT=>CS,grn:crnurate_noalbedo:0.001:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
NSgrn,CRPHOT=>NS,grn:crnurate_noalbedo:0.001:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
SOgrn,CRPHOT=>SO,grn:crnurate_noalbedo:0.001:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
S2grn,CRPHOT=>S2,grn:crnurate_noalbedo:0.0009:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CH2grn,CRPHOT=>CH2,grn:crnurate_noalbedo:4239.6:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
NH2grn,CRPHOT=>NH2,grn:crnurate_noalbedo:15668.2:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
C2Hgrn,CRPHOT=>C2H,grn:crnurate_noalbedo:2.9:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
HCNgrn,CRPHOT=>HCN,grn:crnurate_noalbedo:0.04:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
HNCgrn,CRPHOT=>HNC,grn:crnurate_noalbedo:1.4:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
HNOgrn,CRPHOT=>HNO,grn:crnurate_noalbedo:1.3:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
C3grn,CRPHOT=>C3,grn:crnurate_noalbedo:0.001:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
OCNgrn,CRPHOT=>OCN,grn:crnurate_noalbedo:0.001:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
OCSgrn,CRPHOT=>OCS,grn:crnurate_noalbedo:7.6e-10:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CH3grn,CRPHOT=>CH3,grn:crnurate_noalbedo:248.8:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
NH3grn,CRPHOT=>NH3,grn:crnurate_noalbedo:460.8:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
C3Hgrn,CRPHOT=>C3H,grn:crnurate_noalbedo:2.9e-5:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
CH4grn,CRPHOT=>CH4,grn:crnurate_noalbedo:14.7:0.:0. # rate constant taken from Table 4 of MNRAS, 261, 83
# Accretion of Molecule onto Grain Surface
NH,grn=>NHgrn:grn_abs:1.:0.:0.
CH,grn=>CHgrn:grn_abs:1.:0.:0.
H,grn=>Hgrn:grn_abs:1.:0.:0.
H2,grn=>H2grn:grn_abs:1.:0.:0.
C,grn=>Cgrn:grn_abs:1.:0.:0.
N,grn=>Ngrn:grn_abs:1.:0.:0.
O,grn=>Ogrn:grn_abs:1.:0.:0.
Si,grn=>Sigrn:grn_abs:1.:0.:0.
S,grn=>Sgrn:grn_abs:1.:0.:0.
C2,grn=>C2grn:grn_abs:1.:0.:0.
CN,grn=>CNgrn:grn_abs:1.:0.:0.
N2,grn=>N2grn:grn_abs:1.:0.:0.
SiH,grn=>SiHgrn:grn_abs:1.:0.:0.
NO,grn=>NOgrn:grn_abs:1.:0.:0.
O2,grn=>O2grn:grn_abs:1.:0.:0.
HS,grn=>HSgrn:grn_abs:1.:0.:0.
SiO,grn=>SiOgrn:grn_abs:1.:0.:0.
CS,grn=>CSgrn:grn_abs:1.:0.:0.
NS,grn=>NSgrn:grn_abs:1.:0.:0.
SO,grn=>SOgrn:grn_abs:1.:0.:0.
S2,grn=>S2grn:grn_abs:1.:0.:0.
CH2,grn=>CH2grn:grn_abs:1.:0.:0.
NH2,grn=>NH2grn:grn_abs:1.:0.:0.
C2H,grn=>C2Hgrn:grn_abs:1.:0.:0.
HCN,grn=>HCNgrn:grn_abs:1.:0.:0.
HNC,grn=>HNCgrn:grn_abs:1.:0.:0.
HNO,grn=>HNOgrn:grn_abs:1.:0.:0.
C3,grn=>C3grn:grn_abs:1.:0.:0.
OCN,grn=>OCNgrn:grn_abs:1.:0.:0.
OCS,grn=>OCSgrn:grn_abs:1.:0.:0.
CH3,grn=>CH3grn:grn_abs:1.:0.:0.
NH3,grn=>NH3grn:grn_abs:1.:0.:0.
